link,num_link,obtention_date,province
http://idealista.com/venta-viviendas/andorra/area-de-sant-julia/area-de-sant-julia/,352,2019-03-28,andorra
http://idealista.com/venta-viviendas/andorra/area-de-ordino/area-de-ordino/,320,2019-03-28,andorra
http://idealista.com/venta-viviendas/la-massana-andorra/,719,2019-03-28,andorra
http://idealista.com/venta-viviendas/canillo-andorra/,617,2019-03-28,andorra
http://idealista.com/venta-viviendas/andorra-la-vella-andorra/,435,2019-03-28,andorra
http://idealista.com/venta-viviendas/asturias/caudal/,1148,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/oriente/,1908,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/narcea/area-de-narcea/,217,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/nalon/,1384,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/eo-navia/,757,2019-03-28,asturias
http://idealista.com/venta-viviendas/villaviciosa-asturias/,565,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/sur/,978,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/somio-cabuenes/,199,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/periurbano/,295,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/oeste/,788,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/este/,957,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/el-llano/,608,2019-03-28,asturias
http://idealista.com/venta-viviendas/gijon/centro/,932,2019-03-28,asturias
http://idealista.com/venta-viviendas/carreno-asturias/,217,2019-03-28,asturias
http://idealista.com/venta-viviendas/siero-asturias/,1020,2019-03-28,asturias
http://idealista.com/venta-viviendas/aviles-asturias/,1029,2019-03-28,asturias
http://idealista.com/venta-viviendas/pravia-asturias/,216,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/area-de-aviles/area-de-muros-de-nalon/,291,2019-03-28,asturias
http://idealista.com/venta-viviendas/gozon-asturias/,275,2019-03-28,asturias
http://idealista.com/venta-viviendas/cudillero-asturias/,186,2019-03-28,asturias
http://idealista.com/venta-viviendas/asturias/area-de-aviles/area-de-corvera-candamo/,311,2019-03-28,asturias
http://idealista.com/venta-viviendas/castrillon-asturias/,436,2019-03-28,asturias
http://idealista.com/venta-viviendas/norena-asturias/,112,2019-03-28,asturias
http://idealista.com/venta-viviendas/oviedo/san-lazaro-otero-villafria/san-lazaro-otero-villafria/,144,2019-03-28,asturias
http://idealista.com/venta-viviendas/oviedo/san-claudio-trubia-las-caldas/,302,2019-03-28,asturias
http://idealista.com/venta-viviendas/oviedo/parroquias-norte-naranco/,55,2019-03-28,asturias
