ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Venta de piso en calle Bilbao La Vieja, Zona de Bilbao La Vieja, Bilbao.,La superficie de 62 m2 útiles se distribuye en 2 habitaciones, salón comedor, cocina y baño. ,La orientación es exterior y con balcón. Completamente reformado.,Equipamiento,Tipo calefacción: Individual - Eléctrica bajo consumo,Tipo de suelo: Tarima,Ventanas: PVC Climalit,Última reforma interior: Aprox. 2010,Situado en el barrio de Bilbao La Vieja,Es el barrio más antiguo de la capital vizcaína, incluso más que el barrio medieval del Casco Viejo, fundado en 1300.,Así mismo, se trata de unos barrios con una concentración notable de salas de exposición alternativas y de comercios de arte, lo que los convierte en lugar referente de tendencias dentro de la villa.,Se encuentran museo de Reproducciones Artísticas de Bilbao, de museo de Reproducciones de Bilbao.,Comunicaciones:,A pie: 2 min Plaza del Arenal, 15 min Plaza Moyúa.,En metro: Abando y Casco Viejo.,Autobús: 11-22-30-56-58-75-77-85,En tranvía: Estación de Atxuri,Renfe: Estación Abando,Feve: Estación de la Concordia (C/Bailén, 2),Euskotren: Estación de Atxuri,Taxi: Parada en la Plaza Corazón de María.",Anuncio actualizado el 6 de marzo,0,1,1,1,0,segunda mano/buen estado,1870,,planta 4ª exterior,,0,,calefacción individual: eléctrica,84340355,Piso,,,0,Bilbao,Distrito Ibaiondo," Calle Bilbao La Vieja , Barrio Bilbao la Vieja , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Bilbao la Vieja,Calle Bilbao La Vieja,"Gran Bilbao, Vizcaya",70,62,2019-03-25,"sur, oeste",147000,0,2,0,0,1,
"EXCLUSIVA:,Preciosa vivienda situada en zona residencial de NEGURI muy cerca de la parada del metro y del club Jolaseta, destaca por sus amplios espacios y su gran luminosidad con una magnifica altura y orientación se encuentra en perfecto estado de conservación y se distribuye de la siguiente manera:,Amplio recibidor.,Gran salón - comedor distribuido en dos ambientes, zona de estar y comedor, con acceso a una coqueta terraza que se puede disfrutar prácticamente todo el año.,Dormitorio principal muy bien dotado de armarios con un amplio ventanal con vistas muy despejadas y cuarto de baño.,3 dormitorios muy amplios con 2 cuartos de baño.,Amplia cocina con oficio.,2 plazas de garaje y trastero.",Anuncio actualizado el 14 de marzo,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,calefacción individual: gas natural,84671355,Piso,,,1,Getxo,Distrito Neguri," , Distrito Neguri , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",170,,2019-03-25,sur,850000,0,4,1,0,1,
"GERNIKAKO ARBOLA. ZONA PALACIO JUSTICIA. VIVIENDA 101 M2 CON GARAJE, , Además tiene una excelente altura, y es completamente exterior, con lo que cuenta con magníficas vistas despejadas además de sol y luz. Distribuido en hall, 3 habitaciones, una con empotrado,   salón comedor, cocina, y 2 baños con ventana, uno en la habitación principal. Y 2 terrazas., , Con parcela de garaje en el mismo edificio., , Esta vivienda reúne unas características especiales por su excelente zona, su amplitud, altura, terrazas y garaje., ,  , ,  , ,.",Anuncio actualizado el 23 de marzo,0,0,2,0,0,segunda mano/para reformar,1976,en trámite,planta 5ª,plaza de garaje incluida en el precio,0,,,84760789,Piso,,,1,Barakaldo,Distrito Bagatza - S. Vicente," , Distrito Bagatza - S. Vicente , Barakaldo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",101,90,2019-03-25,,285000,0,3,0,0,1,
"REBAJADO, ECONÓMICO! Situado en zona tranquila, con vistas despejadas, con terrazas soleadas y cerca de todos los servicios y comunicaciones. Precioso chalé adosado en esquina, todo en perfecto estado para entrar a vivir. Está divido en tres plantas y cómodamente distribuido para disfrutar de la tranquilidad que ofrece esta vivienda. Cuenta con cocina + txoko ambos completamente equipados, 4 habitacioes, 2 baños, 1 aseo, salón-comedor, terrazas, jardín, suit principal con baño y vestidor privado (también con terraza), depósito de propano... y mucho más. Todo ello en excelente estado para entrar a vivir. Infórmate aquí!.",Anuncio actualizado el 23 de marzo,0,0,2,0,0,,,no indicado,,plaza de garaje incluida en el precio,0,,,35567864, Casa o chalet,casa o chalet,,,Abanto y Ciérvana/Abanto Zierbena,," , Abanto y Ciérvana/Abanto Zierbena , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",200,,2019-03-25,,379000,0,4,0,0,0,
"INMOBILIARIA BROKER. Te presenta esta excelente vivienda., Listo para entrar a vivir!, Todo exterior, esquinera muchísima luz en todas sus estancias entre otras muchas cosas que hacen muy atractiva esta vivienda., El inmueble con muy poco uso, se quedaría semi-amueblado., Tanto por su amplitud como su distribución, de una sensación de total confort., Espectacular salón comedor, con el que podrás disfrutar sin ningún problema de reuniones en familia, con amigos o celebraciones., Cocina totalmente equipada y espaciosa, ya que también se puede usar de comedor, y cabe añadir, con un balcón., Dos baños completos, totalmente imprescindible en un piso de estas características., Tres habitaciones grandes, (dos de ellas dobles), y una de ellas con balcón, La vivienda en un estado de conservación optimo, suelo de parquet, puertas, calefacción de gas, caldera, armarios empotrados., Y para terminar no menos importante, parcela de GARAJE, considerable y un TRASTERO muy cómodo de doble altura, para guardar todo aquello que no necesites., Como ves no le falta de nada, solo ponerlo a tu gusto., Barrio tranquilo y muy familiar. pero muy cerca de todo.,No lo pienses mas y no lo dejes escapar. llámanos sin compromiso.",Anuncio actualizado el 23 de marzo,0,1,2,1,0,segunda mano/buen estado,2009,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,1,,,84783458,Piso,,,0,Ortuella,," , Ortuella , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",100,95,2019-03-25,"sur, este",182000,0,3,1,0,0,
"Nueva construcción lujo. Precioso bajo con jardín, porche y terraza alrededor de toda la casa. Salón-comedor, 2 habitaciones, cocina con lavadero, 2 baños (uno incorporado), garaje directo y trastero.",Anuncio actualizado el 1 de enero,0,0,2,1,0,segunda mano/buen estado,,en trámite,bajo exterior,plaza de garaje incluida en el precio,1,,,31645795,Piso,,,1,Lezama,garaioltza auzoa," garaioltza auzoa , Lezama , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",90,,2019-03-25,,260000,0,2,1,0,1,
"Precioso piso semi-nuevo para entrar a vivir en zona muy despejada, soleado, con espectaculares vistas al abra, a 2 minutos del metro y de todos los servicios.,82 m2 repartidos en 3 habitaciones, cocina, salón-comedor y 2 baños completos ( 1 de ellos en la habitación principal).,Trastero y amplia parcela de garaje con acceso directo.,Ascensor a cota 0.,Calefacción de gas.,Semi-amueblado, con muebles de calidad y armarios empotrados.",Anuncio actualizado el 20 de marzo,0,1,2,1,0,segunda mano/buen estado,2004,en trámite,planta 4ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,84736976,Piso,,,1,Santurtzi,Distrito Mamariga," REGALES , Distrito Mamariga , Santurtzi , Gran Bilbao, Vizcaya ",REGALES,,"Gran Bilbao, Vizcaya",83,82,2019-03-25,,265000,1,3,1,0,0,
"Buena zona, Junto a Metro y ascensor, Zona ajardinada, Sala, dos habitaciones, cocina con mirador y un baño. Mucha Luz.",Anuncio actualizado el 4 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,37139437,Piso,,,0,Bilbao,Distrito Uribarri," Zurbaranbarri, 15 , Barrio Zurbaran , Distrito Uribarri , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zurbaran,"Zurbaranbarri, 15","Gran Bilbao, Vizcaya",63,,2019-03-25,,125000,0,2,0,0,0,
"Acogedor, luminoso y céntrico estudio en Nardiz tar Jon de Bermeo.,Es un piso muy comodo. De un dormitorio, cuarto de baño y un salón con cocina americana equipada con los principales electrodomésticos. Aunque es un primer piso, es muy luminoso porque tiene cuatro ventanas, dos de ellas ventanales que cubren toda la altura de la pared.,El estudio está en muy buen estado, se reformó en 2009 de forma total, instalación eléctrica, baño, cocina, caldera y ventanas.,El edificio también tiene reforma reciente, de interiores y tejado.,La vivienda está muy bien ubicada, a menos de 200 metros del Ayuntamiento de Bermeo y con todos los servicios muy cerca. El centro de salud lo tienes a tres minutos andando, el supermercado más próximo a poco más de 100, y en los alrededores tienes todo tipo de comercios, farmacia y oficinas bancarias, así como el Parque Lamera a un paseo de cinco minutos.,Las comunicaciones, muy buenas. La parada de autobús está a 400 metros y la estación de tren de Bermeo a apenas 350. Por carretera tienes un cómodo acceso a la BI-631, lo que te permitirá llegar al centro de Bilbao en una media hora.,Llama al 693900894 y visítalo.,h0o1u5s7e5l7l.",Anuncio actualizado el 10 de enero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª,,0,,,82866287,Piso,,,0,Bermeo,"Calle Nardiz-Tar Jon, 30"," Calle Nardiz-Tar Jon, 30 , Bermeo , Busturialdea, Vizcaya ",,,"Busturialdea, Vizcaya",38,,2019-03-25,,79000,0,1,0,0,0,
"En el muelle de portugalete con preciosas vistas a la ria, oportunidad de gran piso ático, con reforma integral en suelos, techos, paredes, etc, gran salón con salida a terraza vistas preciosas a la ria, dos grandes habitaciones, una de ellas con vestidor y baño dividido en dos zonas incorporado, el otro baño grande en pasillo, una tercerea habitación pequeña,, gran cocina y comedor equipada en madera roble, los suelos tarima de roble con aislamiento, puertas nuevas, ventanas pvc, calefacción de gas, la vigas todas reformadas y perfectas, grandes espacios repartidos desde un bonito hall, una vivienda imprescindible de ver,,fachada nueva, miradores, tejado, et;,la vivienda se reformo en su integridad el año 1993, con doble aislamiento en tejado, suelos, etc, con posibilidad de ascensor,la comunidad es de 84 euros al año, mas 120 euros de limpieza del portal al año.,el recibo del ibi asciende a 320 euros,certificado energético. En tramite.",Anuncio actualizado el 9 de enero,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,calefacción individual: gas natural,36390410,Piso,,,0,Portugalete,Distrito Casco Viejo - Muelle," , Distrito Casco Viejo - Muelle , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",119,110,2019-03-25,este,290000,0,3,0,0,1,
"Con el ascensor a cota cero, esta vivienda de 125 metros, con una reforma de capricho, totalmente exterior, con mucha luz y vistas, al lado del puente colgante, esta vivienda con una reforma integral es una gran oportunidad para cualquier familia portugaluja, animaros a verlo,consta de tres grandes habitaciones con armarios empotrados, la habitacion principal es doble, con dos ventanas, con vestidor, y un baño incorporado grande con ventana, ademas de gran espacio para dos lavabos y de un diseño digno de ver, un gran salón comedor con gran balcón de esquina, y dos ventanales, dos baños nuevos impecables y de primera calidad una cocina comedor de diseño nueva, totalmente equipada incluido espacio para botellero bodega, y la zona de comer muy espaciosa para ocho comensales,las ventanas de pvc, los suelos en roble de tarima ancha, unas preciosas puertas lacadas blanco, toda la vivienda esta reformada moderna con las persianas eléctricas mecanizadas, sistema eléctrico de 1 calidad y la calefacción individual de gas, la vivienda cuenta con alarma,ademas cuenta con un gran camarote,imprescindible verlo,certificado energético- en tramite.",Anuncio actualizado el 28 de enero,0,1,2,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,calefacción individual: gas natural,84034247,Piso,,,1,Portugalete,Distrito Casco Viejo - Muelle," , Distrito Casco Viejo - Muelle , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",135,125,2019-03-25,,375000,1,3,1,0,0,
"Dúplex de 180 m² construidos (165 m² útiles) en Getxo (Bizkaia). Por el espacio que ofrece, este dúplex es muy adecuado para una familia con hijos.,A la primera planta se accede desde el primer piso (hay dos ascensores). Consta de una zona de servicio con una amplia cocina, despensa independiente, aseo propio y galería cubierta y cerrada. Un recibidor con acceso a la 2ª planta. Un salón muy amplio, con zona para comedor y chimenea decorativa.,La segunda planta consta de cuatro habitaciones amplias, todas con armarios empotrados. El dormitorio principal, muy amplio, tiene baño completo incorporado. En esta planta hay un segundo baño completo, una galería cubierta y cerrada (entre otras podría cumplir la función de vestidor) y una terraza soleada y cubierta.,El inmueble muy tranquilo y sin ningún ruido exterior, tiene las dos plantas completamente exteriores; dos puertas blindadas de acceso, principal y de servicio; ventanas de madera de primera calidad, y suelo de madera noble. Cuenta con una amplia plaza de garaje para coche y moto (sin tener que maniobrar) situada al nivel del portal, con videovigilancia, y un amplio lavadero comunitario adjunto. El portal muy luminoso es excepcionalmente amplio y cálido y también tiene videovigilancia y dos ascensores. Además de videoportero, existe una persona que ejerce la función de portero, limpieza, retirada de basuras, mantenimiento del jardín comunitario, atención de proveedores, … La calefacción central y el agua caliente sanitaria están incluidas en los gastos de comunidad. Recientemente se han renovado completamente tanto la cubierta como las fachadas.,Tiene acceso directo a la parada de Metro y sin embargo, por la orientación, no se oye ningún ruido. La zona es muy agradable y tranquila, pero tiene acceso directo a la BI-637. Tiene cerca una amplia oferta educativa y formativa en todos los niveles, bidegorri y polideportivo.,Para hacer una visita llamar al teléfono 693900894.,h1o0u1s4e9l7l.",Anuncio actualizado el 14 de febrero,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 1ª,plaza de garaje incluida en el precio,1,,,84175773,Dúplex,,,1,Getxo,Distrito Las Arenas," Calle Errekagane, 17 , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Calle Errekagane, 17","Gran Bilbao, Vizcaya",180,165,2019-03-25,,649000,0,5,0,0,1,
"Vivienda en perfecto estado en la zona del Ensanche.,Tiene 70 m2 aprox. Los actuales propietarios lo tienen distribuido en gran salón-comedor, cocina, una habitación, y un baño. Se podría hacer una segunda habitación.,Cuenta con dos balcones y una ventana al exterior. ,Calefacción individual a gas,El inmueble cuenta con un ascensor a cota 0.,A su alrededor cuenta con todo tipo de transportes, garajes, bancos, supermercados y zonas verdes. ,Para más información puede ponerse en contacto con nosotros a través del e-mail, teléfono o mediante nuestra página web.",Anuncio actualizado el 14 de marzo,0,0,1,0,0,,,no indicado,exterior,,0,,calefacción central,84501979,Piso,,,1,Bilbao,Distrito Abando - Albia," , Barrio Abandoibarra-Guggenheim , Distrito Abando - Albia , Bilbao , Gran Bilbao, Vizcaya ",Barrio Abandoibarra-Guggenheim,,"Gran Bilbao, Vizcaya",70,,2019-03-25,,345000,0,1,0,0,0,
