ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"EXCLUSIVA QUORUM. Piso alto y luminoso con plaza de garaje directo para coche de gran tamaño y trastero. Vivienda de 3 dormitorios en origen que en la actualidad cuenta con: Salón comedor, cocina con lavadero, habitación principal con baño incluido. Segundo baño completo y una gran estancia que en origen eran 2 dormitorios en la que hay 3 armarios empotrados (7 cuerpos en total) 2 zonas de descanso y una zona de estudio. Merece la pena ver el piso.",Anuncio actualizado el 23 de marzo,0,0,2,0,0,segunda mano/buen estado,2006,no indicado,planta 6ª exterior,plaza de garaje incluida en el precio,0,,,84754267,Piso,,,1,Bilbao,Distrito Rekalde," , Barrio Rekalde Centro , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Rekalde Centro,,"Gran Bilbao, Vizcaya",103,90,2019-03-25,"este, oeste",370000,1,3,1,0,0,
"Precioso piso en zona centro de Leioa, en Kandelazubieta. Reformado, todo exterior y muy luminoso. A cinco minutos del metro y cercano a zonas comerciales. Tiene 87 m2 distribuidos en 3 habitaciones, un salón comedor con acceso a terraza, un baño completo y la cocina esta completamente equipada con balcon-tendedero. El edificio tiene ascensor con acceso directo al garaje y un camarote. No te lo pierdas y ven a verlo. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 23 de marzo,0,0,1,0,0,segunda mano/buen estado,1973,en trámite,planta 4ª exterior,plaza de garaje incluida en el precio,0,,,84756859,Piso,,,1,Leioa,Distrito Centro Urbano-Hirigunea," Calle Kandela Zubieta , Distrito Centro Urbano-Hirigunea , Leioa , Gran Bilbao, Vizcaya ",Calle Kandela Zubieta,,"Gran Bilbao, Vizcaya",87,71,2019-03-25,"norte, este",240000,0,3,1,0,1,
"Piso de 68 m² en Sestao, provincia de Bizkaia. El piso tiene espacio más que suficiente para una pareja.,Se encuentra en un 4º piso y dispone 62 m² útiles, distribuidos en salón, amplia cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos, dos dormitorios y un cuarto de baño completo con bañera y ventana.,La vivienda está sin amueblar y en buen estado, lista para entrar a vivir. En cuanto a las calidades, este piso cuenta con ventanas de pvc oscilobatientes, agua y calefacción eléctrica por acumuladores y para que te sientas más seguro puerta blindada. El edificio tiene la ITE pasada.,Esta casa está situada en una zona bien comunicada, muy cerca de la parada de metro y la parada de autobús. Para mayor comodidad, la vivienda se encuentra muy cerca de centros educativos, supermercados, bancos y todos los servicio necesarios para la vida diaria.,Llama al 693900894 y visita esta vivienda.,h1o0u1s7e5l2l.",Anuncio actualizado el 10 de marzo,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 4ª,,0,,,84426049,Piso,,,0,Sestao,Distrito Txabarri - La Unión - Vista Alegre," , Distrito Txabarri - La Unión - Vista Alegre , Sestao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",68,62,2019-03-25,,99600,0,2,0,0,0,
"Amplio y luminoso piso, ideal para una familia, en una zona espléndida y junto a todos los servicios.,El piso tiene 146 m² útiles, que se dividen en cinco dormitorios, tres cuarto de baño, un amplio salón y una cocina equipada con los principales electrodomésticos. El espacio es perfecto para toda tu familia, muy luminoso por su altura y con vistas despejadas. Terraza exterior que se accede desde salón y una de las habitaciones.,Los suministros de electricidad, gas y agua ya dados de alta, la calefacción es individual de gas natural. Cuenta dos puertas de entrada principal y servicio, carpintería interior de madera y exterior de PVC, y armarios empotrados para que puedas aprovechar todo el espacio que la vivienda ofrece.,Para que puedas aparcar sin problemas cuentas con plaza de garaje individual cerrada con espacio para enseres y una zona comunitaria cerrada para aparcar. Además, el edificio tiene dos ascensores y dos entradas a portal, principal y servicio.,La zona en la que se encuentra el piso es muy buena, y tiene todos los servicios cerca. En los alrededores cuenta con supermercados, farmacia, ambulatorio y centros comerciales, colegios e institutos para tus hijos tengan la edad que tengan, y el Parque Evaristo Churruca a poco menos de diez minutos andando. Y podrás disfrutar tanto del Río del Nervión O de Bilbao, como el Club Marítimo del Abra Real.,Las comunicaciones son también espléndidas. El metro a dos minutos andando, por carretera, tienes cómodos accesos a la B-637 que te lleva directamente al centro de Bilbao en menos de veinte minutos. Y si prefieres moverte en autobús, la parada de numerosas líneas la tienes a poco más de 50 metros del piso.,Llama al 693900894 y visítalo.,h1o0u2s2e3l6l.",Anuncio actualizado el 24 de marzo,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 5ª,plaza de garaje incluida en el precio,0,,,84596278,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,,"Gran Bilbao, Vizcaya",160,146,2019-03-25,,559000,0,5,0,0,1,
"Piso de 85 m² en Getxo, provincia de Vizcaya.,Se distribuye en un salón comedor con mirador, dos habitaciones, un cuarto de baño y cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos. Además, el piso cuenta con una práctica galería para aumentar el espacio y armarios empotrados para aumentar la capacidad de almacenaje de tu hogar. El inmueble es todo exterior. ,La vivienda está reformada a capricho, con electricidad y fontanería renovadas, lista para entrar a vivir. En cuanto a las calidades, este piso cuenta con calefacción de gas con caldera nueva, carpintería de PVC, encimera de mármol en la cocina y suelo de mármol. En el cuarto de baño recientemente reformado, se ha usado mármol travertino. Para que te sientas más seguro en tu hogar, la puerta principal está reforzada. ,Esta casa está situada en una zona peatonal y muy tranquila. Además, está bien comunicada, muy cerca de la estación de Metro de Areeta, a 400 metros, con la parada de autobús en la misma calle y un acceso directo a carretera para llegar al centro de Bilbao en un cuarto de hora. Para mayor comodidad, la vivienda se encuentra muy cerca de un hospital y de un colegio, así como de todos los servicios necesarios para el día a día, y con la playa a 300 metros.,Llama al 693900894 para hacer una visita.,h1o0u2s1e8l5l.",Anuncio actualizado el 14 de marzo,0,0,1,1,0,segunda mano/buen estado,1933,en trámite,planta 3ª,,0,,,84615563,Piso,,,0,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,,"Gran Bilbao, Vizcaya",85,75,2019-03-25,,298000,0,2,0,0,0,
"Amplia casa rural de 217 m² con 2.600 m² de parcela en Muxika, provincia de Bizkaia.,La vivienda tiene dos plantas de altura. En la planta baja tiene un salón comedor de 60 m² y techo alto con chimenea, una cocina semiabierta al salón, totalmente equipada y con despensa, y una habitación con ducha y aseo. En la planta superior hay tres habitaciones, dos de ellas con claraboya y ventana y la tercera con balcón, y un cuarto de balo.,En el exterior, la vivienda tiene un porche cubierto de 30 m², terraza de 60 m² con barbacoa, ducha y fregadero, ambos con agua caliente y un jardín de 2.000 m² con sistema de riego automático una bodega, caseta de aperos y espacio privado para aparcar 10 coches.,Está en muy buenas condiciones y es una construcción de piedra, ladrillo cara vista, carpintería de madera, suelos de gres y de madera. Está totalmente amueblada, lista para entrar a vivir. Esta casa rural cuenta con calefacción y agua caliente a gas, teléfono y wifi.,La zona en la que se ubica la vivienda es ideal si lo que buscas es tranquilidad y un entorno natural. Tienes los servicios a pocos minutos en coche y está bien comunicada, con la parada de autobús más próxima a 500 metros de la casa, parada de tren a 1.500 metrs y acceso rápido a la BI-635 por carretera.,Llama al 693900894 para hacer una visita.,h1o0u1s9e5l3l.",Anuncio actualizado el 20 de marzo,0,0,2,1,0,segunda mano/buen estado,,en trámite,,,1,,,84681508, Finca rústica,finca rústica,,,Muxika,," , Muxika , Busturialdea, Vizcaya ",,,"Busturialdea, Vizcaya",217,,2019-03-25,,570000,0,4,1,0,1,
"Estupenda vivienda representativa en una de las mejores zonas de Bilbao, portal amplio y clásico, con servicio de portería, dispone de ascensor principal y montacargas.,La vivienda está distribuida en un hall de entrada, un salón exterior y soleado, de grandes dimensiones, comedor adjunto con acceso a terraza, cocina independiente equipada, cuarto-despensa y aseo. En la otra zona de la vivienda encontramos un pasillo que distribuye a cuatro habitaciones y 2 baños (1 de las habitaciones en suite). La propiedad incluye plaza de garaje y trastero, con acceso directo, así como servicio de portería.",Anuncio actualizado el 23 de marzo,0,0,3,1,0,segunda mano/buen estado,1970,,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,39334612,Piso,,,1,Bilbao,Distrito Abando - Albia," Calle Juan Ajuriaguerra Kalea, 22 , Barrio Abandoibarra-Guggenheim , Distrito Abando - Albia , Bilbao , Gran Bilbao, Vizcaya ",Barrio Abandoibarra-Guggenheim,"Calle Juan Ajuriaguerra Kalea, 22","Gran Bilbao, Vizcaya",160,150,2019-03-25,sur,690000,0,4,1,0,1,
"Vivienda de 45 m2, luminosa., , Consta de cocina, salón-comedor, 1 habitación con baño incorporado y balcón tendedero., ,La vivienda tiene suministro de agua caliente y calefacción centralizada con contador independiente.",Anuncio actualizado el 4 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª,,0,,,83226958,Piso,,,1,Barakaldo,Distrito Lutxana - Llano," Calle Lube, 10 , Distrito Lutxana - Llano , Barakaldo , Gran Bilbao, Vizcaya ","Calle Lube, 10",,"Gran Bilbao, Vizcaya",54,45,2019-03-25,,121000,0,1,1,0,1,
"PISO SEGREGABLE,EN 2 VIVIENDAS DE 2 DORMITORIOS.,Venta de piso en calle Rivera, Zona de Casco Viejo, Bilbao.,La superficie de 130 m2 útiles se distribuye en 4 habitaciones, salón comedor, cocina y 2 baños. ,La orientación es exterior y con terraza y balcón. La vivienda dispone de ascensor y la estructura del edificio es de Hormigón.,Equipamiento,Tipo calefacción: Individual -Gas Natural,Tipo de suelo: Tarima,Ventanas: Madera/PVC Climalit/ Aluminio Climalit,Última reforma interior: Aprox. 1942,Situado en el barrio del Casco Viejo,Casco Viejo, Las Siete Calles o Zazpikaleak es el barrio más antiguo y el núcleo originario de la villa de Bilbao. Forma parte del distrito de Ibaiondo. En él se encuentra la Catedral de Santiago y las iglesias de San Antón, San Nicolás y Santos Juanes.,Comunicaciones:,A pie: 10 min Plaza Moyúa.,En metro: Estación de Casco Viejo,En tranvía: Estación de Atxuri,Renfe: Estación Abando ,Feve: Estación de la Concordia (C/Bailén, 2),Euskotren: Estación de Atxuri,Autobús: Parada del Arenal y Abando, practicamente todas las lineas de Bilbobus y Bizkaibus.,Taxi: Puente San Antón y Plaza del Arenal.",Anuncio actualizado el 14 de marzo,0,1,2,0,0,segunda mano/para reformar,1942,,planta 5ª exterior,,0,,calefacción individual: gas,84172721,Piso,,,1,Bilbao,Distrito Casco Viejo," Calle Ribera , Distrito Casco Viejo , Bilbao , Gran Bilbao, Vizcaya ",Calle Ribera,,"Gran Bilbao, Vizcaya",141,130,2019-03-25,este,465000,0,4,1,0,1,
"Amplio chalet adosado en cuatro alturas en la zona alta de Berriz. Aceptaria permuta por piso en Durango,La casa es ideal para una familia con hijos por espacio, 250 m² útiles, y por su distribución. En la primera planta, hay un gran salón con acceso a una amplia terraza, una cocina equipada con los principales electrodomésticos y despensa, así como un aseo. En la segunda planta, cuatro dormitorios, el principal en suite con vestidor, y un baño independiente. Y a eso hay que sumar un ático muy práctico.,La vivienda se encuentra en muy buen estado, para entrar a vivir y con los servicios ya dados de alta. Tiene aire acondicionado en el ático de la casa y calefacción de gasoil.,La planta sótano de la vivienda tiene un amplio garaje con espacio para cuatro vehículos y una zona que se puede habilitar como txoko, gimnasio o trastero a conveniencia.,La ubicación es espléndida, está en la zona privilegiada de Berriz, muy cerca de todos los servicios que se necesitan en el día a día, junto a colegios y zonas deportivas y a escasos 400 metros del Ayuntamiento de la localidad.,Tanto si quieres moverte en tu propio coche como si utilizas el transporte público, las comunicaciones son espléndidas. A escasos 250 metros tienes la parada de autobús más cercana. Y por carretera, tienes un muy cómodo acceso a la A-8, lo que te permitirá llegar a Bilbao en menos de 30 minutos y a San Sebastián en algo más de tres cuartos de hora.,Llama al 693900894 y visítalo.,h0o0u4s5e5l6l.",Anuncio actualizado el 26 de febrero,1,0,4,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,0,,,82418277, Casa o chalet,casa o chalet,,,Berriz,," , Berriz , Duranguesado, Vizcaya ",,,"Duranguesado, Vizcaya",340,250,2019-03-25,,420000,0,4,1,0,1,
"Amplio dúplex en un edificio señorial y a tres minutos de la playa en Getxo.,La vivienda es ideal para una familia con niños por su espacio, 250 m², y su distribución en dos plantas. Consta de cuatro dormitorios, otros tantos cuartos de baño, un gran salón, comedor independiente y cocina amplia, equipada con los principales electrodomésticos y con una práctica despensa y una zona de lavadero.,Importante señalar que la casa cuenta con 2 aparatos de Murprotec que mantienen una temperatura constante y aislan de la humedad. Esto unido a la orientación sur-este de la vivienda, hace que el coste de calefacción sea nulo o muy bajo,La casa está en perfectas condiciones, para entrar a vivir de inmediato. Tiene gas natural central con consumo individual y suelos de madera. Los electrodomésticos, semi nuevos, son MIele. Cuenta además con depuradora de ósmosis inversa en la cocina. Todos los techos de la vivienda son muy altos y todas las estancias son muy amplias.,Además de la vivienda, dispones de una zona privada independiente con porche, jardín con árboles frutales y un área amplia de aparcamiento con espacios para dos coches.,La ubicación es espléndida, en una zona residencial tranquila, a tres minutos andando de la playa de Ereaga, y en una zona céntrica, a 300 metros del Ayuntamiento de Getxo. Todos los servicios necesarios para el día a día están además muy cerca de la vivienda, con el centro de salud a menos de diez minutos a pie, con supermercados, colegios para tus hijos y zonas verdes muy cerca del dúplex.,Está muy bien comunicada, con la parada de autobús en la misma puerta y la estación de Metro de Neguri a 450 metros. Para moverte en coche, tienes una cómoda incorporación a la BI-637, lo que te permitirá llegar a Bilbao en unos diez minutos.,Llama al 693900894 y visítalo.,h0o1u5s1e2l1l.",Anuncio actualizado el 6 de marzo,0,0,4,0,0,segunda mano/buen estado,2001,en trámite,bajo,plaza de garaje incluida en el precio,1,,,82640440,Piso,,,1,Getxo,Distrito Neguri," , Distrito Neguri , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",250,,2019-03-25,,1100000,0,4,1,0,1,
"Piso de gran amplitud con 91 m² útiles, perfecto para una familia con hijos en Amorebieta-Etxano.,La vivienda cuenta con una estupenda distribución que consta de 3 dormitorios, todos con salida a la terraza y el principal en suite, dos cuartos de baño completos, cocina independiente y equipada con electrodomésticos y salón comedor. La casa cuenta con armarios empotrados, muebles de madera de Nogal hechos a medida, suelos de tarima en madera de Roble y calefacción individual. La vivienda dispone de dos entradas, por la cocina y por el hall recibidor.,El buen estado de conservación, te permitirá instalarte de manera inmediata.,Para tu comodidad, también incluye una amplia plaza de garaje y un trastero de 13 m² con velux exterior. El ascensor es cota 0 y está adaptado para discapacitados. La fachada y el tejado del edificio han sido reformados recientemente.,Su inmejorable ubicación te ofrece todos los servicios necesarios en las inmediaciones. Centros educativos, comercios, centros médicos, zonas deportivas y la estación de tren de Amorebieta a menos de 5 minutos a pié. Si necesitas desplazarte en coche, cuentas con rápidos y cómodos accesos por la BI-635 y enlazarás con la AP-8 en escasos minutos. Se encuentra a 15 minutos de Bilbao por la N-637., Llama al 693900894 y visítalo.,h0o1u5s7e0l0l.",Anuncio actualizado el 26 de febrero,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 3ª,plaza de garaje incluida en el precio,0,,,82829774,Piso,,,1,Amorebieta-Echano,," , Amorebieta-Echano , Duranguesado, Vizcaya ",,,"Duranguesado, Vizcaya",115,90,2019-03-25,,289500,1,3,1,0,1,
"Casa de estilo indiano con un gran jardín en Bakio.,Perfecta para alquilar habitaciones y vivienda. ,La casa, por sus 310 m² útiles y sus tres plantas, mas txoko, es perfecta para una familia con hijos o para un inversor que desee darle otro tipo de uso, por su calificaciòn urbanistica. Son tres plantas, cada una de 122 m² construidos y una de ellas diáfana que se puede utilizar de muchas maneras diferentes. En total cuenta con cinco dormitorios, el principal en suite, muy amplio, con su propio cuarto de baño y vestidor, tres baños adicionales, un amplio salón, cocina equipada con los principales electrodomésticos y terraza.,Está en perfecto estado, complementa reformada de manera íntegra y amueblada y con los suministros ya dados de alta para que te puedas instalar de inmediato. Dispone de calefacción de gas, puerta principal reforzada, suelos de madera, chimeneas en el salón y en la habitación principal, vigas vistas de madera para darle un encanto especial, y armarios empotrados para aprovechar el espacio al máximo.,La vivienda está en una interesante finca urbanística de 3.000 m² que permite todos los usos, hasta edificar tres casas independientes en la parcela. Tiene un porche cenador de verano, un gran jardín que rodea toda la vivienda, leñera y árboles.,Está en una zona privilegiada y tranquila, a solo 600 metros de la playa y muy cerca de todos los servicios necesarios para el día a día. En diez minutos a pie tienes supermercado, centro de salud, colegio para tus hijos y todo tipo de comercios y oficinas bancarias.,Las comunicaciones, muy buenas. Con una salida directa a la BI-2101, llegarás en coche al centro de Bilbao en menos de media hora. Y para moverte en transporte público, la parada de autobús más próxima la tienes a escasos 250 metros.,Llama al 693900894 y visítalo.,h0o1u5s8e6l6l.",Anuncio actualizado el 5 de marzo,0,0,4,1,0,segunda mano/buen estado,,en trámite,,,1,,,82952110, Casa o chalet,casa o chalet,,,Bakio,," , Bakio , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",400,310,2019-03-25,,1050000,0,5,1,0,1,
"Piso de 79m² en Zaldibar, provincia de Bizkaia. La amplitud de esta vivienda proporciona a una familia con niños todo el espacio que necesita.,Se encuentra en un segundo piso y cuenta con un amplio y acogedor salón, tres habitaciones, un cuarto de baño completo, y cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos. Además, el piso cuenta con balcón que aporta gran luminosidad a toda la estancia. El inmueble es todo exterior. ,La vivienda está sin amueblar y en buen estado, lista para entrar a vivir. En cuanto a las calidades, este piso dispone de calefacción de gas natural, las ventanas son de PVC y oscilobatientes, los suelos de tarima que da mucha calidez a la vivienda, y las paredes están recién pintadas. Para que te sientas más seguro en tu hogar, la puerta principal es blindada. El portal del edificio está renovado, así como la fachada, y tiene pasada la ITE.,Esta casa está situada en una zona bien comunicada, muy cerca de la parada de autobús, la estación de tren. A 1 minuto del centro de la localidad, con acceso directo a la N-634, y a 27 minutos de Vizcaya. Las comunicaciones están centradas en la carretera nacional N-634 que recorre el municipio de este a oeste al igual que la autopista AP-8, pero ésta no tiene accesos desde el municipio, quedando éstos en Ermua y Durango. Estas infraestructuras unen Zaldibar con las capitales de Bizkaia y Gipúzkoa. El ferrocarril de vía estrecha de Euskotren de la línea Bilbao-San Sebastián, tiene estación en el corazón de la trama urbana.,Si quieres visitar esta casa llama al 693900894. ,h1o0u0s0e9l2l.",Anuncio actualizado el 26 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª,,0,,,83285381,Piso,,,0,Zaldibar,," , Zaldibar , Duranguesado, Vizcaya ",,,"Duranguesado, Vizcaya",79,72,2019-03-25,,123000,0,3,0,0,0,
"Espacioso chalet de 180 m² en la zona de Txurdinaga, en Bilbao.,Las posibilidades de esta casa proporciona a una familia con niños todo el espacio que necesita. Este chalet tiene dos plantas de altura y se distribuye en un salón, cuatro habitaciones, dos cuartos de baño completamente reformados, un aseo y cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos. Además, el chalet cuenta con una terraza muy amplia para que disfrutes del buen tiempo.,También cuenta con jardín privado en el que aprovecharás el buen tiempo, una piscina privada para que disfrutes de los días de calor y que necesita algún arreglo, y trastero para que guardes todo aquello que necesites. A esto se suma el garaje, en la planta sótano, en el que podrás aparcar sin problema hasta dos coches.,La vivienda está amueblada y en buen estado, lista para entrar a vivir. En cuanto a las calidades, este chalet cuenta con calefacción de gasoil, alarma y suelos de parquet y de gres. Para que te sientas más seguro en tu hogar, la puerta principal está reforzada. ,Esta casa está situada en una zona bien comunicada, perfecta para aquellas personas a las que les guste combinar la ciudad y el campo, muy cerca de la parada de autobús, a escasos 500 metros. Para mayor comodidad, la vivienda se encuentra a un cuarto de hora en coche del centro de Bilbao, y tienes varios colegios y el centro de salud en los alrededores. ,Si quieres visitar esta casa llama al 693900894. ,h1o0u0s2e5l9l.",Anuncio actualizado el 5 de marzo,0,0,3,0,0,segunda mano/buen estado,,en trámite,,,1,,,83461846, Casa o chalet,casa o chalet,,,Bilbao,Distrito Otxarkoaga - Txurdinaga," , Distrito Otxarkoaga - Txurdinaga , Bilbao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",1120,125,2019-03-25,,325000,0,4,1,0,1,
"Se vende piso muy cerca del ascensor del metro de los fueros, , Consta de 2 habitaciones, sala, cocina y baño, , También tiene una terraza amplia de uso exclusivo de la vivienda, , Necesita actualizar , , Es interior con mucha luz, ,.",Anuncio actualizado el 1 de marzo,0,0,1,0,0,,,,planta 1ª,,0,,,83612142,Piso,,,1,Barakaldo,Distrito Centro," , Distrito Centro , Barakaldo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",62,55,2019-03-25,,123000,0,2,0,0,1,
"Chalet de 131 m² en Otxandio, provincia de Bizkaia. La amplitud de esta vivienda proporciona a una familia con niños todo el espacio que necesita.,Este chalet tiene 2 plantas de altura y 117 m² útiles, distribuidos en salón con estufa de leña, cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos, dos dormitorios y un cuarto de baño completo. Además, el chalet cuenta con armarios empotrados para optimizar tu espacio de almacenaje. El inmueble es todo exterior y tiene trastero interior para que guardes todo aquello que necesites, situado en una vía de fácil acceso, tiene 1 plaza de garaje para que puedas aparcar con comodidad. ,La vivienda, está amueblada y en buen estado, lista para entrar a vivir. En cuanto a las calidades, son de primera, este chalet cuenta con calefacción de gas, carpintería exterior de madera, con doble cristal, suelo de tarima y que da mucha calidez a la vivienda y para que te sientas más seguro en tu hogar, la puerta principal es blindada. ,Esta casa está situada muy céntrica, en una zona bien comunicada, muy cerca de la parada de autobús. Para mayor comodidad, la vivienda se encuentra muy cerca de un colegio. ,Llama al 693900894 y visita esta vivienda.,h1o0u1s3e0l4l.",Anuncio actualizado el 27 de febrero,0,0,1,1,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,0,,,84050559, Casa o chalet,casa o chalet,,,Otxandio,," , Otxandio , Arratia-Nervión, Vizcaya ",,,"Arratia-Nervión, Vizcaya",131,117,2019-03-25,,167000,0,2,1,0,0,
"Si estas buscando un piso para comenzar una vida nueva sigue leyendo.,Vivienda de 85 m2 distribuidos en tres dormitorios, baño, salón y cocina. ,Trastero incluido.,Amueblado, totalmente exterior y con orientación sur.,A tan solo 26 km de Vitoria y a 51 de Bilbao.,Es una zona con parques y colegios para los mas pequeños de la casa y con bares y restaurantes para los adultos.,Si te a quedado alguna duda llámanos al teléfono 945121717 o ven a vernos en C/Rioja 19.",Anuncio actualizado el 21 de marzo,0,0,1,0,0,segunda mano/buen estado,1979,en trámite,planta 2ª exterior,,0,,calefacción individual: gas propano/butano,84761054,Piso,,,0,Otxandio,Calle Urigoiena," Calle Urigoiena , Otxandio , Arratia-Nervión, Vizcaya ",,,"Arratia-Nervión, Vizcaya",93,85,2019-03-25,sur,93000,0,3,1,0,0,
"VIVIENDA EN ESTRAUNZA-GRAN VÍA DE 127m2 construidos y 120m2 útiles.,Actualmente el inmueble tiene 4 dormitorios(uno de ellos de servicio) 3 baños y la cocina esta completamente reformada, el resto de la vivienda habría que actualizar y dispone de una distribución con muchas posibilidades.,Edificio con ascensor a cota cero.,Calefacción y agua caliente central.",Anuncio actualizado el 12 de marzo,0,0,3,1,0,segunda mano/para reformar,,en trámite,planta 6ª exterior,,0,,calefacción central,84136641,Piso,,,1,Bilbao,Distrito Indautxu," , Barrio Campuzano , Distrito Indautxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Campuzano,,"Gran Bilbao, Vizcaya",130,120,2019-03-25,oeste,630000,0,4,0,0,0,
"A la venta piso en Travesía Uribitarte, Abando - Bilbao., , Situado en cuarta planta, es interior, a patio manzana, con más luz y soleado que los pisos exteriores de la zona., Edificio de hormigón con ascensores y doble puerta en el portal para mayor seguridad., Los ascensores bajan hasta los garajes, y además cuenta con un tercer ascensor de los garajes a la calle lo que evita el transito de desconocidos por el portal., También dispone de videoportero y acceso para personas con movilidad reducida., , La vivienda consta de 94 metros cuadrados construidos distribuidos en amplio salón - comedor, cocina, tres dormitorios, y dos baños., La cocina está completamente equipada, con una distribución que aprovecha mucho el espacio., Uno de los dormitorios es en Suite, con baño incorporado., , Dispone de calefacción y agua caliente a gas natural, y ventanas de Aluminio Climalit., , OPCIONALMENTE cuenta con una parcela de garaje con acceso directo por 38000 Euros más., , Ubicación céntrica, en pleno corazón de Bilbao con todos los servicios y comercios a su alcance alcance., Junto a Jardines de Albia y los juzgados.,Todo tipo de trasportes alrededor, autobuses, tranvía, metro, tren, taxis...",Anuncio actualizado el 19 de marzo,0,0,2,1,0,segunda mano/buen estado,1996,,planta 4ª interior,,0,,calefacción individual: gas natural,84487258,Piso,,,1,Bilbao,Distrito Abando - Albia," Uribitarte Pasealekua, 4 , Barrio Albia , Distrito Abando - Albia , Bilbao , Gran Bilbao, Vizcaya ",Barrio Albia,"Uribitarte Pasealekua, 4","Gran Bilbao, Vizcaya",94,85,2019-03-25,este,435000,1,3,0,0,0,
,Anuncio actualizado el 22 de marzo,0,0,1,0,0,segunda mano/para reformar,,en trámite,planta 2ª exterior,,0,,,84775926,Piso,,,0,Sestao,Distrito La Paz - El Carmen - Anunciación," ZUMALACARREGUI , Urb. PLAZA CONDE DE VALMASEDA 6, INMOBILIARIA SAN PEDRO , Distrito La Paz - El Carmen - Anunciación , Sestao , Gran Bilbao, Vizcaya ","Urb. PLAZA CONDE DE VALMASEDA 6, INMOBILIARIA SAN PEDRO",ZUMALACARREGUI,"Gran Bilbao, Vizcaya",65,,2019-03-25,,89000,0,2,0,0,0,
"Ático, ubicado entre la Alhóndiga y la Plaza de Toros.                                                                                                           Ultimo piso con mucha luz y vistas. Su estado es para reformar de manera que lo puedes diseñar a tu gusto.                     Está distribuido en 4 habitaciones, baño, aseo, cocina  y salón con acceso a terraza.                                                La calefacción es central.                                                                                                                                                          Espectacular portal señorial, con  ascensor. Tiene trastero  con acceso desde la misma planta de la vivienda. Con  servicio de portería durante la mañana.                                                                                                                             Buena ubicación: cerca del centro de ocio y cultura “Azkuna Zentroa” .",Anuncio actualizado el 13 de marzo,0,0,2,0,0,,,,planta 6ª,,0,,,39827027,Piso,,,1,Bilbao,Distrito Rekalde," Alameda de recalde , Barrio Ametzola , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Ametzola,Alameda de recalde,"Gran Bilbao, Vizcaya",120,,2019-03-25,este,350000,0,4,1,0,1,
,Anuncio actualizado el 14 de enero,0,0,2,0,0,segunda mano/buen estado,2004,,planta 4ª exterior,plaza de garaje incluida en el precio,0,,,83734009,Dúplex,,,1,Lemoa,," , Lemoa , Arratia-Nervión, Vizcaya ",,,"Arratia-Nervión, Vizcaya",120,110,2019-03-25,"sur, este",220000,0,3,0,0,1,
